Company,State,District,Address,Contact,Website,Industry Certification,Printing Sector Category (Offset / Digital / Screen / Flexo / Gravure / Packaging / Publishing / 3D / Label / Signage),"Core Activities (Prepress, Production, Finishing, Quality Control, Design, R&D)"
"ORNAPAPER INDUSTRY (BATU PAHAT) SDN. BHD.
ORNAPAPER INDUSTRY (JOHOR) SDN. BHD.",JOHOR,Batu Pahat,"PLO 271, KAWASAN PERINDUSTRIAN SRI GADING, 83009 BATU PAHAT, JOHOR. PLO 114, JALAN CYBER 5, KAWASAN PERINDUSTRIAN SENAI 3, 81400 SENAI, JOHOR.",,When available,,,
OSP INDUSTRIES (M) SDN. BHD.,JOHOR,Batu Pahat,"NO. 16, JALAN BUDI 4, TAMAN WAWASAN PERINDUSTRIAN, 83000 BATU PAHAT, JOHOR",,When available,,,
OTHMAN WONG PRINTING SDN. BHD.,JOHOR,Johor Bahru,"NO. 252, JALAN SUTERA, TAMAN SENTOSA, 80150",,When available,,,
OYIN TRADING,JOHOR,Johor Bahru,"NO. 9, JALAN SURIA 18, TAMAN PUTERA, 81100",,When available,,,
P & D INDUSTRI SDN. BHD.,JOHOR,Johor Bahru,"NO. 4 & 6, JALAN SRI PURNAMA 2/2, KG SRI PURNAMA, 81100 JOHOR BAHRU, JOHOR.",,When available,,,
PAN GOLDPRINT INDUSTRIES SDN. BHD.,JOHOR,Johor Bahru,"NO. 19 - 21, JALAN SRI PURNAMA 2/3, KANGKAR TEBRAU, 81100 JOHOR BAHRU, JOHOR.",,When available,,,
PAPERCRAFT SDN. BHD,JOHOR,Pontian,"LOT PLO 16, KAWASAN PERINDUSTRIAN PONTIAN, MUKIM RIMBA TERJUN, 82000",,When available,,,
PELANGI FORMPRESS SDN. BHD.,JOHOR,Masai,"NO. 16, JALAN BUKIT 2, KAWASAN MIEL, SERI ALAM, 81750 MASAI, JOHOR.",,When available,,,
PELANGI PRECISION PRINT SDN. BHD.,JOHOR,Johor Bahru,"NO. 42, JALAN MUTIARA EMAS 5/4, TAMAN MOUNT AUSTIN, 81100 JOHOR BAHRU, JOHOR.",,When available,,,
PERCETAKAN ANNIES,JOHOR,Johor Bahru,"NO. 12 S & T, JALAN LARKIN, 80350",,When available,,,
PERCETAKAN AZIZ SDN. BHD.,JOHOR,Johor Bahru,"NO.11, JALAN BANANG 1, KAWASAN PERINDUSTRIAN TAMAN JOHOR, 81200 JOHOR BAHRU, JOHOR.",,When available,,,
PERCETAKAN AZIZ SDN. BHD.,JOHOR,Johor Bahru,"NO.11, JALAN BANANG 1, KAWASAN PERINDUSTRIAN TAMAN JOHOR, 81200 JOHOR BAHRU, JOHOR.",,When available,,,
PERCETAKAN BINTANG,JOHOR,Tampoi,"NO.12, JALAN RIANG RIA 21/1, TAMAN MULIA, 81200 TAMPOI, JOHOR",,When available,,,
PERCETAKAN BUMI RESTU SDN BHD.,JOHOR,Johor Bahru,"NO. 41 & 43, JALAN PERMAS 9/12, PERMAS JAYA, 81750 JOHOR BAHRU, JOHOR.",,When available,,,
PERCETAKAN DESAA,JOHOR,Kluang,"NO. 136, JALAN DESA, TAMAN DESA, 86000 KLUANG, JOHOR.",,When available,,,
PERCETAKAN GEMILANG SINAR SDN. BHD.,JOHOR,Johor Bahru,"NO. 25, JALAN RIANG 22, TAMAN GEMBIRA, 81200 JOHOR BAHRU, JOHOR.",,When available,,,
PERCETAKAN HANDAL SDN. BHD.,JOHOR,Masai,"NO. 21, JALAN RAYA, MASAI BAHRU, 81750",,When available,,,
PERCETAKAN HONG FOONG,JOHOR,Batu Pahat,"NO. 69, JALAN PERDANA, TAMAN BUKIT PERDANA, 83000 BATU PAHAT, JOHOR.",,When available,,,
PERCETAKAN IMPIAN SDN. BHD.,JOHOR,Johor Bahru,"NO. 10, JALAN BUKIT 8, KAWASAN PERINDUSTRIAN MIEL, BANDAR SERI ALAM, 81750 MASAI,",,When available,,,
PERCETAKAN LG,JOHOR,Skudai,"121, JALAN PERWIRA 2, TAMAN UNGKU TUN AMINAH, 81300 SKUDAI, JOHOR",,When available,,,
PERCETAKAN MAJU,JOHOR,Kluang,"NO. 2, JALAN INTAN 2/5, TAMAN INTAN, 86000",,When available,,,
PERCETAKAN MOHAMADIYAH,JOHOR,Muar,"NO. 144, JALAN MAHMOOD, PARIT JAWA, 84150 MUAR, JOHOR.",,When available,,,
PERCETAKAN MOR-DEN SDN. BHD.,JOHOR,Batu Pahat,"NO. 103, JALAN DATO WAN IDRIS, 83000",,When available,,,
PERCETAKAN MUAFAKAT JAYA SDN.BHD.,JOHOR,Skudai,"NO. 10, JALAN PERDAGANGAN 16, TAMAN UNIVERSITI INDUSTRIES PARK, 81300",,When available,,,
PERCETAKAN NASIONAL MALAYSIA BERHAD,JOHOR,Johor Bahru,"JALAN DATIN HALIMAH, 80350 JOHOR BAHRU, JOHOR",,When available,,,
PERCETAKAN OMEGA SDN. BHD.,JOHOR,Johor Bahru,"31, JALAN ARUNG, KAWASAN PERINDUSTRIAN TAMAN JOHOR, 81200 JOHOR, JOHOR.",,When available,,,
PERCETAKAN PESTA SDN. BHD.,JOHOR,Muar,"NO. 2-4 & 2-5, TAMAN AROSA, JALAN HAJI JAIB, 84000",,When available,,,
PERCETAKAN PUNCA JAYA,JOHOR,Kota Tinggi,"NO. 27, JALAN AHMAD UJAN, TAMAN KOTA BESAR, 81900 KOTA TINGGI,",,When available,,,
PERCETAKAN SALJU SDN. BHD.,JOHOR,Kluang,"NO. 27, JALAN 20, TAMAN SRI KLUANG, 86000",,When available,,,
PERCETAKAN SEONG LIM,JOHOR,Kluang,"NO. 134, JALAN DESA, TAMAN DESA, 86000",,When available,,,
PERCETAKAN SIN HUA,JOHOR,Johor Bahru,"NO. 7, JALAN ANGGERIK 3/2, TAMAN ANGGERIK, 81200",,When available,,,
PERCETAKAN SINAR,JOHOR,Johor Bahru,"NO. 35, JALAN EMAS 1, TAMAN SRI SKUDAI, 81300 JOHOR BAHRU, JOHOR",,When available,,,
PERCETAKAN TAN KOK CHONG SDN. BHD.,JOHOR,Kluang,"NO. 7 & 8, JALAN ISMAIL, 86000",,When available,,,
PERCETAKAN TIAN SENG,JOHOR,Kluang,"NO. 6, JALAN MAJUPADU 5, TAMAN MAJUPADU, 86000",,When available,,,
PERCETAKAN WEELIP SDN. BHD.,JOHOR,Ulu Tiram,"NO. 21, JALAN MASYHUR 2, TAMAN PERINDUSTRIAN CEMERLANG, 81800",,When available,,,
PERCETAKAN YONG PENG,JOHOR,Yong Peng,"NO. 6, JALAN UTAMA 1, TAMAN UTAMA, 83700 YONG PENG, JOHOR.",,When available,,,
PERCETAKAN YOUN FATT SDN. BHD.,JOHOR,Kluang,"NO. 36, JALAN INTAN 3, TAMAN INTAN, 86000",,When available,,,
PERCITAKAN IMPRESS SDN. BHD.,JOHOR,Skudai,"NO. 6, JALAN WIRA 7, TAMAN TAN SRI YACOB, 81300 SKUDAI, JOHOR",,When available,,,
PERCITAKAN TECK KIM,JOHOR,Segamat,"NO. 133, JALAN SIA HER YAM, 85000",,When available,,,
PERDAGANGAN & PENGELUARAN PLASTIK SUN TAK SDN. BHD.,JOHOR,Segamat,"NO. 105, JALAN LABIS, KAWASAN PERINDUSTRIAN SEGAMAT, 85000 SEGAMAT, JOHOR.",,When available,,,
PERFECT PRINTING PRESS,JOHOR,Yong Peng,"6, JALAN PERDANA 2, TAMAN KOTA, 83700 YONG PENG, JOHOR.",,When available,,,
PERKHIDMATAN PERCETAKAN BAN LEE LAI,JOHOR,Kulai,"NO. 100, JALAN PANGLIMA, TAMAN JAYA, 81000",,When available,,,
PERNIAGAAN & PERCETAKAN KOTA SELATAN,JOHOR,Johor Bahru,"LOT A6, BLOK A, KOMPLEKS KILANG SME BANK, NO.15, JALAN TAHANA, KAWASAN PERINDUSTRIAN TAMPOI, 80350",,When available,,,
PERNIAGAAN CAHAYA TUNDRA,JOHOR,Johor Bahru,"NO. 49, JALAN KEMPAS 2/1, TAMAN TANAH TAMPOI, ZON INDUSTRI CCTV, 81200 JOHOR BAHRU, JOHOR",,When available,,,
PERNIAGAAN PERCETAKAN SENAI JAYA,JOHOR,Senai,"NO. 1095, JALAN SENAI UTAMA 2/6, TAMAN SENAI UTAMA, 81400",,When available,,,
PERNIAGAAN TEKMAKRO,JOHOR,Skudai,"NO. 10, JALAN PERDAGANGAN 16, TAMAN UNIVERSITI, 81300 SKUDAI, JOHOR BAHRU, JOHOR.",,When available,,,
PERUSAHAAN KYAN YAP (M) SDN. BHD.,JOHOR,Batu Pahat,"LOT 749, PARIT HAILAM, MK. 10, SENGGARANG, 83200",,When available,,,
PGI CIPTA SDN. BHD.,JOHOR,Johor Bahru,"NO. 31C, JALAN TITIWANGSA 2, TAMAN TAMPOI INDAH, 81200 JOHOR BAHRU, JOHOR.",,When available,,,
PINZHI PRINTING SDN. BHD.,JOHOR,Johor Bahru,"NO. 15, JALAN MUTIARA EMAS 5/25, TAMAN MOUNT AUSTIN, 81100 JOHOR BAHRU, JOHOR",,When available,,,
PLL PACKAGING SDN. BHD.,JOHOR,Johor Bahru,"PTD 144764, JALAN BERJAYA 8, TAMAN PERINDUSTRIAN BERJAYA, KEMPAS LAMA, 81300 JOHOR BAHRU, JOHOR.",,When available,,,
POENG PRINTING SDN. BHD.,JOHOR,Skudai,"NO. 91, JALAN PERDAGANGAN 1, TAMAN UNIVERSITI INDUSTRIAL PARK, 81300 SKUDAI, JOHOR",,When available,,,
POH MUN PRINTING PRESS & CO.,JOHOR,Segamat,"NO. 45, JALAN TENGKU AHMAD, 85000 SEGAMAT, JOHOR",,When available,,,
POLYGLOT ENTERPRISE,JOHOR,Muar,"NO. 118-6, JALAN SALLEH, 84000 MUAR, JOHOR.",,When available,,,
PRELUDE PRINTING (M) SDN. BHD.,JOHOR,Johor Bahru,"NO. 4 & 4A, JALAN TAMPOI 7, KAWASAN PERUSAHAAN TAMPOI, KAMPONG MELAYU, 81200 JOHOR BAHRU, JOHOR",,When available,,,
PRESTIGE PACKAGES SDN. BHD.,JOHOR,Senai,"PLO 98, PHASE 3, SENAI INDUSTRIAL ESTATE, 81400",,When available,,,
PRI-V TECHNOLOGY SDN. BHD.,JOHOR,Johor Bahru,"NO. 48, JALAN GAJUS, TAMAN TAMPOI, 81200 JOHOR BAHRU, JOHOR",,When available,,,
PROFILE LABEL (M) SDN. BHD.,JOHOR,Senai,"NO. 93 & 94, JALAN IDAMAN 1/3, TAMAN INDUSTRI SENAI, 81400 SENAI, JOHOR",,When available,,,
PROMPT SERVICE PRINTING SDN. BHD.,JOHOR,Johor Bahru,"NO. 97, JALAN KUNING, TAMAN PELANGI, 80400",,When available,,,
PS PRINTING ENTERPRISE,JOHOR,Batu Pahat,"NO.6, JALAN BUDI TENGAH, TAMAN INDUSTRI WAWASAN, 83000 BATU PAHAT, JOHOR.",,When available,,,
PTM LABELS SDN. BHD.,JOHOR,Johor Bahru,"NO. 6 & 8, JALAN MAHIR 2, TAMAN PERINDUSTRIAN CEMERLANG, 81800 ULU TIRAM, JOHOR",,When available,,,
PZO PRINTING SDN. BHD.,JOHOR,Johor Bahru,"NO. 65, JALAN SEROJA 47, TAMAN JOHOR JAYA, 81100 JOHOR BAHRU, JOHOR.",,When available,,,
QC Printing Sdn. Bhd.,JOHOR,Masai,"NO. 4, JALAN BUKIT 21, BANDAR SERI ALAM, 81750 MASAI",,When available,,,
RAINBOW ART PRINTING SDN. BHD.,JOHOR,Skudai,"NO. 17, JALAN PERDAGANGAN 4, TAMAN UNIVERSITI, 81300 SKUDAI, JOHOR.",,When available,,,
RAMATEX TEXTILES INDUSTRIAL SDN. BHD.,JOHOR,Batu Pahat,"PLO 230, KAWASAN PERINDUSTRIAN SRI GADING, 83000",,When available,,,
REGENT PRINTING SDN. BHD.,JOHOR,Johor Bahru,"PLO 210, JALAN ANGKASA MAS UTAMA, KAWASAN PERINDUSTRIAN TEBRAU 2, 81100 JOHOR BAHRU, JOHOR.",,When available,,,
RETECH PRINT SHOPPE SDN. BHD.,JOHOR,Johor Bahru,"NO. 5, JALAN DEDAP 19, TAMAN JOHOR JAYA, 81100 JOHOR BAHRU, JOHOR.",,When available,,,
RG SOLUTIONS SDN. BHD.,JOHOR,Johor Bahru,"LOT F-1, BLOK F, KOMPLEKS KILANG SME BANK JB, NO. 15, JALAN TAHANA, KAWASAN PERINDUSTRIAN TAMPOI, 80350, JOHOR BAHRU.",,When available,,,
RIMBUNAN NIAGA,JOHOR,Masai,"NO. 15, JALAN BUKIT 6, KAWASAN MIEL, BANDAR SERI ALAM FASA 6, 81750 MASAI, JOHOR.",,When available,,,
SCM TECHNOLOGIES SDN. BHD.,JOHOR,Johor Bahru,"NO. 2, JALAN RIANG 21/5, TAMAN GEMBIRA 81200 JOHOR BAHRU,",,When available,,,
SENIMEWA PRINTERS SDN. BHD.,JOHOR,Johor Bahru,"NO. 17-W, JALAN TAHANA, KAWASAN PERINDUSTRIAN TAMPOI, 80350 JOHOR BAHRU, JOHOR.",,When available,,,
SEPI SDN. BHD.,JOHOR,Johor Bahru,"LOT 2353, JALAN KEMPAS LAMA, OFF JALAN SKUDAI, 81300",,When available,,,
SHARIFAH PRINTING ENTERPRISE,JOHOR,Ulu Tiram,"NO. 34, JALAN BELADAU 20, TAMAN PUTERI WANGSA, 81800",,When available,,,
SHIN-NIPPON INDUSTRIES SDN. BHD.,JOHOR,Johor Bahru,"NO. 4, JALAN TAHANA, TAMPOI INDUSTRIAL ESTATE, 80350 JOHOR BAHRU",,When available,,,
SIM MANUFACTURING SDN. BHD.,JOHOR,Johor Bahru,"K.B. 705, ULU TIRAM ESTATE, 80990 JOHOR BAHRU, JOHOR.",,When available,,,
SIN CHEW MEDIA CORPORATION BERHAD,JOHOR,Johor Bahru,"LOT PLO 189, JALAN ANGKARA MAS 5, KAWASAN PERINDUSTRIAN TEBRAU II, MUKIM TEBRAU, 81100 JOHOR BAHRU, JOHOR",,When available,,,
SIN JOO CHEONG TIN FACTORY SDN.BHD.,JOHOR,Johor Bahru,"NO. 15, JALAN PADU, TAMPOI INDUSTRIAL ESTATE, 80350 JOHOR BAHRU, JOHOR",,When available,,,
SIN KE YEE PRINTING SDN.BHD.,JOHOR,Muar,"NO. 100-7, JALAN TEMENGGONG AHMAD, 84000",,When available,,,
SINGAPORE CAN PRINTING (M) SDN. BHD.,JOHOR,Kulai,"PTD 18706, BATU 24, JALAN AIR HITAM, KELAPA SAWIT, 81030",,When available,,,
SINMA ENTERPRISE,JOHOR,Johor Bahru,"NO. 24, JALAN SEROJA 42, TAMAN JOHOR JAYA, 81100 JOHOR BAHRU, JOHOR.",,When available,,,
SINO - MALAY PRINTERS SDN. BHD.,JOHOR,Ulu Tiram,"NO. 4, JALAN MAHIR 2, TAMAN PERINDUSTRIAN CEMERLANG, 81800 ULU TIRAM, JOHOR.",,When available,,,
SINO-MALAY PRINTERS SDN. BHD.,JOHOR,Johor Bahru,"NO. 4, JALAN SEROJA 39 TAMAN JOHOR JAYA, 81100 JOHOR BAHRU, JOHOR",,When available,,,
SM PRINTING,JOHOR,Ulu Tiram,"63, JALAN CANTIK 3, TAMAN PELANGI INDAH, 81800 ULU TIRAM, JOHOR.",,When available,,,
SMART PRINT ENTERPRISE,JOHOR,Masai,"NO. 18, JALAN SRI WANGI 1/3, TAMAN PERINDUSTRIAN SRI PLENTONG, 81750 MASAI, JOHOR.",,When available,,,
SOLID LABELS PACKAGING SDN. BHD.,JOHOR,Yong Peng,"NO. 20, JALAN PERDANA 3, KOTA YONG PENG, 83700 YONG PENG, JOHOR",,When available,,,
SOLID PACKAGING INDUSTRY SDN. BHD.,JOHOR,Yong Peng,"16, 18, 20 & 22 JLN PERDANA 3, KOTA YONG PENG, 83700 YONG PENG, JOHOR",,When available,,,
SOLID PRINT SDN. BHD.,JOHOR,Johor Bahru,"NO. 94, JALAN SEROJA 39, TAMAN JOHOR JAYA, 81100 JOHOR BAHRU, JOHOR.",,When available,,,
SOUTH MALAYA (J) PRINTING & CARTON SDN. BHD.,JOHOR,Johor Bahru,"NO. 4, JALAN PADU, TAMPOI INDUSTRIAL ESTATE, 80350",,When available,,,
SOUTHERN MEDIACOM & PRINTWORK SDN. BHD.,JOHOR,Johor Bahru,"NO. 19, JALAN FIRMA 2/1, KAWASAN PERINDUSTRIAN TEBRAU 1, 81100",,When available,,,
SPECTRUM INDUSTRIES SDN. BHD.,JOHOR,Johor Bahru,"NO. 16, JALAN MUTIARA 3, TAMAN PERINDUSTRIAN PLENTONG, 81100 JOHOR BAHRU, JOHOR",,When available,,,
SPEMAS ENTERPRISE SDN. BHD.,JOHOR,Kota Tinggi,"NO. 35, JALAN AHMAD UJAN, TAMAN SRI LALANG, 81900 KOTA TINGGI, JOHOR.",,When available,,,
SPLENDID PRINTING SDN. BHD.,JOHOR,Muar,"NO. 13 & 14, JALAN HAJI ABDULLAH, TAMAN MERLIN, 84000 MUAR, JOHOR.
NO. 1-2, JALAN INDAH 1, TAMAN INDAH, JALAN HAJI ABDULLAH, 84000 MUAR, JOHOR.
NO. 13 & 14, JALAN HAJI ABDULLAH, TAMAN MERLIN, 84000 MUAR, JOHOR",,When available,,,
SRI SK ENTERPRISE,JOHOR,Kulai,"NO. 27, JALAN BUNGA ROS, TAMAN SRI KULAI, 81000 KULAI, JOHOR.",,When available,,,
SRI VANI PRINTING & ENTERPRISE,JOHOR,Senai,"NO. 208, JALAN RIA, TAMAN BAHAGIA, 81400 SENAI, JOHOR.",,When available,,,
SSP INDUSTRIES SDN. BHD.,JOHOR,Kluang,"NO. 32 / 34, JALAN 18, TAMAN SRI KLUANG, 86000 KLUANG",,When available,,,
ST POLYMER INDUSTRIES (M) SDN. BHD.,JOHOR,Skudai,"NO. 3, JALAN BISTARI 7, TAMAN INDUSTRI JAYA, 81300",,When available,,,
STARLITE PRINTERS (MALAYSIA) SDN. BHD.,JOHOR,Senai,"PLO 17,JALAN PERSIARAN TEKNOLOGI, TAMAN TEKNOLOGI JOHOR, 81400 SENAI, JOHOR.",,When available,,,
STD FORMS MFG SDN. BHD.,JOHOR,Johor Bahru,"NO. 3, 5 & 7, JALAN MUTIARA EMAS 7/3, TAMAN MOUNT AUSTIN, 81100 JOHOR BAHRU, JOHOR.",,When available,,,
STELLAR-GRAFIX (M) SDN. BHD.,JOHOR,Ulu Tiram,"NO. 57, JALAN CEMERLANG, TAMAN PERINDUSTRIAN CEMERLANG, 81800 ULU TIRAM, JOHOR",,When available,,,
STRAITS PRINTING PRESS SDN. BHD.,JOHOR,Skudai,"NO. 24, JALAN RONGGENG 12, TAMAN SKUDAI BARU, 81300",,When available,,,
STYLE PRESS SDN. BHD.,JOHOR,Kluang,"NO. 36, JALAN DATO TEOH SIEW KHOR, 86000",,When available,,,
SUNNY PACKAGING INDUSTRIES SDN. BHD.,JOHOR,Skudai,"NO. 66, 68 & 70, JALAN PERDAGANGAN 16, TAMAN UNIVERSITI INDUSTRIAL PARK, 81300 SKUDAI, JOHOR.",,When available,,,
SYARIKAT EVERGREEN,JOHOR,Johor Bahru,"NO. 26, JALAN MUTIARA EMAS 7/8, TAMAN MOUNT AUSTIN, 81100 JOHOR BAHRU, JOHOR",,When available,,,
SYARIKAT GAY HONG ENTERPRISE,JOHOR,Johor Bahru,"NO. 2, JALAN RIANG RIA 21/1, TAMAN MULIA, TAMPOI, 81200",,When available,,,
SYARIKAT PERCETAKAN LIK TECK SDN. BHD.,JOHOR,Muar,"NO.16, LORONG JELAWAT 10, SUNGAI ABONG, 84000 MUAR, JOHOR.",,When available,,,
SYARIKAT PERCETAKAN PUBLIC,JOHOR,Muar,"NO. 46, JALAN ARAB, 84000 MUAR,
NO. 51, JALAN MAHARANI, 84000",,When available,,,
SYARIKAT PERCETAKAN SEGAMAT,JOHOR,Segamat,"NO. 4, JALAN OKID, 85000 SEGAMAT, JOHOR",,When available,,,
SYARIKAT PERCITAKAN MAJU TIMUR,JOHOR,Mersing,"NO. 1865, JALAN JEMALUANG, TAMAN MERSING, 86800",,When available,,,
SYARIKAT PERCITAKAN TANGKAK SDN. BHD.,JOHOR,Tangkak,"LC. 161, JALAN SIALANG, 84900 TANGKAK,",,When available,,,
SYARIKAT PERNIAGAAN PRAVINA,JOHOR,Kluang,"NO. 32, JALAN STATION, 86000",,When available,,,
SYARIKAT PERNIAGAAN YEW CHOON,JOHOR,Batu Pahat,"NO. 61, JALAN SHAHBANDAR, 83000",,When available,,,
SZHENG INDUSTRIES SDN. BHD.,JOHOR,Batu Pahat,"NO.6, JALAN BUDI SELATAN, TAMAN PERINDUSTRIAN WAWASAN, OFF JALAN TANJUNG LABOH, 83000 BATU PAHAT,",,When available,,,
TALEY ENTERPRISE,JOHOR,Ulu Tiram,"NO. 12, JALAN NILAM SATU, TAMAN MAJU JAYA, 81800",,When available,,,
TAN ZHUAN PLASTIC INDUSTRIES SDN. BHD.,JOHOR,Skudai,"NO. 16, 17, 18 & 19, JALAN SATRIA 2, JB PERDANA INDUSTRIAL PARK, 81300",,When available,,,
TASPACK INDUSTRIAL SDN. BHD.,JOHOR,Johor Bahru,"1, JLN INDAH GEMILANG 2, TMN PERINDUSTRIAN GEMILANG, ULU TIRAM, 81800 JOHOR BAHRU, JOHOR.",,When available,,,
TAT HOCK INDUSTRIAL SDN. BHD.,JOHOR,Johor Bahru,"NO. 3, JALAN RIANG 23, TAMAN GEMBIRA, 81200",,When available,,,
TC-PAC SDN. BHD.,JOHOR,Skudai,"LOT 2354 - 2, JALAN KEMPAS LAMA, 81300",,When available,,,
TECKWAH PHARMAPACK SOLUTIONS SDN. BHD.,JOHOR,Johor Bahru,"TAMAN PERINDUSTRIAN NUSA CEMERLANG, PTD 154335, PTD 154338 DAN PTD 154336 MUKIM PULAI, 81200 JOHOR BAHRU, JOHOR.",,When available,,,
THE CHINA PRESS BERHAD,JOHOR,Johor Bahru,"NO. 9 & 9A, JALAN DEWANI OFF JALAN TAMPOI, 81600 JOHOR BAHRU, JOHOR",,When available,,,
THE NEW STRAITS TIMES PRESS (M) BERHAD,JOHOR,Senai,"LOT PLO 2, KAWASAN PERINDUSTRIAN SENAI 81400",,When available,,,
THONG SHENG PRINTING SDN. BHD.,JOHOR,Kluang,"NO. 45, JALAN BERLIAN SATU, TAMAN BERLIAN BIRU, 86000 KLUANG, JOHOR.",,When available,,,
THROTECH INDUSTRIES SDN. BHD.,JOHOR,Johor Bahru,"NO. 9, JALAN TAHANA, TAMPOI INDUSTRIAL ESTATE, 80350",,When available,,,
TIFFA TRADING AND SERVICES,JOHOR,Johor Bahru,"NO.37,JALAN SUSUR DEWATA 1, LARKIN PERDANA, 80350 JOHOR BAHRU, JOHOR.",,When available,,,
TODAY PRINTING SERVICE SDN. BHD.,JOHOR,Muar,"NO. K-75, TANJUNG AGAS INDUSTRIAL ESTATE, 84000",,When available,,,
TOMYPAK BERHAD,JOHOR,Johor Bahru,"LOT 12834, NO. 11, JALAN TAHANA, KAWASAN PERINDUSTRIAN TAMPOI, 80350 JOHOR BAHRU, JOHOR.",,When available,,,
TONG SHENG PRINTING,JOHOR,Yong Peng,"NO. 9, JALAN KOTA, TAMAN KOTA , 83700",,When available,,,
TOTAL PRO-PACK SDN. BHD.,JOHOR,Skudai,"NO. 1 & 3, JALAN SELATAN 3/4, TAMAN PERINDUSTRIAN RINGAN PULAI, 81300 SKUDAI,",,When available,,,
TOYO SHO INDUSTRIAL PRODUCTS SDN. BHD.,JOHOR,Johor Bahru,"PLO 226, JALAN KENCANA MAS, KAWASAN PERINDUSTRIAN TEBRAU 111, 81100 JOHOR BAHRU JOHOR.",,When available,,,
TRIMAPRINT SDN. BHD.,JOHOR,Muar,"NO. 100-9, JALAN TEMENGGONG AHMAD, 84000",,When available,,,
TUAH SARI GEMILANG,JOHOR,Johor Bahru,"NO. 26, JALAN GERODA 1, OFF JALAN GERODA, LARKIN, 80350 JOHOR BAHRU, JOHOR.",,When available,,,
TWP SDN. BHD.,JOHOR,Johor Bahru,"NO. 89, JALAN TAMPOI, KAWASAN PERINDUSTIRAN TAMPOI, 80350",,When available,,,
U.C. GRAVURE SDN. BHD.,JOHOR,Segamat,"PLOT 201, KAWASAN PERINDUSTRIAN SEGAMAT II, MUKIM POGOH, 85000 SEGAMAT, JOHOR",,When available,,,
UHAN PRINTING SDN. BHD.,JOHOR,Johor Bahru,"NO. 17, JALAN DATARAN 3/2, TAMAN KEMPAS, 81200",,When available,,,
ULTIMATE PRINT SDN. BHD.,JOHOR,Senai,"LOT 210, JALAN SEELONG, 81400 SENAI, JOHOR.",,When available,,,
UNION PAPER CONTAINERS SDN. BHD.,JOHOR,Johor Bahru,"NO. 15A, JALAN PETALING, LARKIN INDUSTRIAL ESTATE, 80350 JOHOR BAHRU, JOHOR",,When available,,,
UNIT PRINTING (M) SDN. BHD.,JOHOR,Batu Pahat,"HS(M) 2929, LOT NO. PTD 5971 MUKIM OF MINYAK BEKU, 83000 BATU PAHAT,",,When available,,,
UNITED KOTAK BERHAD,JOHOR,Johor Bahru,"NO. 5, JALAN TAHANA, TAMPOI INDUSTRIAL, 80350",,When available,,,
UNIVERSAL METAL WORKS (M) SDN. BHD.,JOHOR,Ulu Tiram,"NO. 18, JALAN MAHIR 5, TAMAN PERINDUSTRIAN CEMERLANG, 81800",,When available,,,
UP CLASS TRADING CO.,JOHOR,Batu Pahat,"NO. 108, JALAN PANTAI LAUT, 83000 BATU PAHAT, JOHOR.",,When available,,,
UPM RAFLATAC SDN BHD,JOHOR,Pasir Gudang,"PLO 434, JALAN PERAK 4, PASIR GUDANG INDUSTRIAL ESTATE, 81700 JOHOR BAHRU, JOHOR",,When available,,,
UTUSAN MELAYU (M) BERHAD,JOHOR,Johor Bahru,"LOT P.T.D. 53920, JALAN FIRMA 2/1, KAWASAN PERINDUSTIRAN TEBRAU 1, 81100 JOHOR BAHRU,",,When available,,,
WEE MIN AGENCY,JOHOR,Muar,"NO. 38-1, TINGKAT BAWAH, JALAN DAUD, 84000 MUAR, JOHOR.",,When available,,,
WENG SOON PRESS,JOHOR,Muar,"NO. 41, JALAN ABDULLAH, 84000 MUAR, JOHOR.",,When available,,,
WINNING PRESS SDN. BHD.,JOHOR,Johor Bahru,"NO. 18, JALAN PERMAS 9/13, BANDAR BARU PERMAS JAYA, 81750",,When available,,,
WONG INFO COLOUR PRINTING,JOHOR,Johor Bahru,"NO. 8, JALAN ANGGERIK 3/1, TAMAN ANGGERIK, 81200",,When available,,,
WORX PRINTING & PACKAGING SDN. BHD.,JOHOR,Johor Bahru,"NO. 3, JALAN KEMPAS UTAMA 3, TAMAN KEMPAS UTAMA, 81200 JOHOR BAHRU, JOHOR.",,When available,,,
YAU CHONG PRINTING SDN. BHD.,JOHOR,Johor Bahru,"NO. 78, JALAN PERMAS 9/12, BANDAR BARU PERMAS JAYA, 81750 JOHOR BAHRU, JOHOR.",,When available,,,
YEE HWA LUNG ENTERPRISE,JOHOR,Batu Pahat,"NO. 7 & 9, JALAN BAYUR, TAMAN NIRA, 83000",,When available,,,
YEU SENG PRINTING & TRADING SDN. BHD.,JOHOR,Pontian,"NO. 367, JALAN ALSAGOFF, 82000 PONTIAN,",,When available,,,
ZCEL INDUSTRIES SDN. BHD.,JOHOR,Plentong,"NO. 32, JALAN SRI PLENTONG 3, TAMAN PERINDUSTRIAN SRI PLENTONG, 81750 MASAI, JOHOR",,When available,,,
ZENITH LABEL INDUSTRIAL SDN. BHD.,JOHOR,Johor Bahru,"NO. 18, JALAN KOTA PUTRI SATU, TAMAN PERINDUSTRIAN KOTA PUTRI SATU, 81750 JOHOR BAHRU, JOHOR.",,When available,,,
